新聞標題,是否適宜觀看
台男疑欠債遭綁勒贖　菲警跨年夜攻堅逮中國籍嫌犯,1
全線防萊豬進校園！高市學校嚴加把關 午餐照吃豬肉,1
台幣23年首見27元 台積電變護國神山見證轉型變化,1
祖克柏放棄新年願望！2020 過的好嗎？盤點臉書滿城風雨的一年,1
【竹院工程惹議3】重建後風波不斷　竹院：因為2萬元變5千多萬,1
醫美貴婦控搬空財物 乾兒子曝當「鴨王」又同居遭收押,1
3大看點 北市跨年Yahoo全程播,1
司機當街殺大陸女友 向警投案,0
群創光電12月自結合併營收 較前年同期增22.4%,1
搶彩色口罩商機！ 首家醫療口罩實體店成立,1
台中捷運綠線通車當主題 僑泰高中設計群專題展好吸睛,1
賴神警衛室主任升少將 放鳥體測惹議 傳國安局長怒了,1
《鬼滅》盜錄頻傳...《Fate》劇場版遭日方延後上映,1
COACH推出米老鼠系列　與Keith Haring合作超強聯名,1
【李李仁轉性1】到馬來西亞演變性人　先看一天有幾班飛機回台灣,1
影／一中學生搭公車不讓座 阿伯氣到勾脖扭打不放手,1
大同新經營團隊亮相 盧明光接掌董事長,1
邊境限制新規定將公布　英航母企IAG開盤應聲大跌1.7%,1
2021年1月財運最旺的前五名星座：雙子運勢開始反轉了,1
影／偽裝檢疫所誘檢疫者入住 中市開罰2家日租套房,1
【慎入】苗栗爆貓遭掛樹頭亡　「睜著眼睛、四肢僵硬」網炸鍋,0
【黑幫送行會1】直擊 四海幫歷任幫主為他齊聚　連天道盟大哥都賞臉到場,1
高雄「跨百光年」無人機絢麗開幕　陳其邁下令加碼民眾叫好,1
中途島浪況曝光！討海人拚博巨浪 漁人的搏鬥真實上演,1
《從不及格到亞洲第一》　洗防辦新書發表獲好評,1
影壇大師私下是迷糊師奶　《好好拍電影》揭許鞍華少女心一面,1
太陽開季強勢進擊 雙星之外綠葉表現更驚奇,1
3男1女同床共眠　女控性侵因「褲子鈕扣」大逆轉,0
【全球唯一】台北馬拉松2.8萬人參賽 冠軍來自肯亞隆亞干塔,1
醫美貴婦控搬空財物 乾兒子曝當「鴨王」又同居遭收押,1
世新社發所停招引不滿  25日校務會議最後審議,1
罰不怕！強制猥褻3女服刑出獄後 他又性騷擾4少女,0
新屋石滬故事館本周試營運　邀民眾探索海洋生態之美,1
台彩頭獎2000萬刮刮樂來了 今年還有七部BMW休旅車,1
寒流低溫阿里山出大景！夕照彩霞、雲海、結霜遊客驚喜,1
單身女想婚找不到對象 網怒批她擇偶條件太超過,1
【白目中執委】中執委聲援涉貪立委　蔡英文當面怒斥：不要講個案,1
「唐吉訶德」來了　台灣正式店名與開幕時間全曝光,1
欠債變親家！　窮男攻下債主千金「免還錢還賺到創業金 」,1
【王功蚵汙染危機3】「40年來頭一遭」　王功文蛤連兩年不明原因大量暴斃,1
【鴨寶新人生4】創業燒錢小倆口合吃1碗泡麵　他赴快炒店兼差獲靈感創鹹酥鴨,1
印尼泡麵「一包8元」到底賺什麼？ 網吐背後真相,1
【全文】平頭嫩弟形影不離　王菲謝霆鋒七年之癢難熬,1
社宅議題交鋒不斷 柯文哲再槓蔡英文,1
反聖嬰明年均溫略低 仍為歷史第六熱,1
零用錢34萬！土豪小學生包養女主播,1
傾倒廢土大賺上億黑心錢　「苗栗土霸王」教唆小弟闖豪宅討債,1
羈押率百分百 這單位新據點形成高雄「司法特區」,1
國防師資有多缺？教育部：以教甄開缺為準,1
申請來台居留創新高 林飛帆：公私協力強化援港,1
近15天逾20頭海龜死亡 澎湖首次搶救活海龜,1
防疫旅館豪華菜色曝光 網讚：以為是度假,1
族裔多元但老面孔不少 一窺已出爐拜登閣員名單,1
連3天體感探零下1度 吳德榮：這2天降雪機會最高,1
收留同鄉的女兒借住竟亂來11次　還辯稱是女友下場曝光,0
力挺國產豬 中市宣誓拒萊豬,1
被譽「最帥反派」47歲王燦曝保養術,1
外資近3日賣超個股,1
出院標準ct值降至34？莊人祥這麼說,1
NBA超大咖驚傳接觸染疫者　籃網一哥將隔離7天,1
氣噗噗！傳川普1月20日拒離白宮 「他真的相信總統位子被偷走」,1
把握週六空檔回溫　跨年估寒流來襲低溫探6度,1
中研院新研究：誘餌抗體可阻感染 新冠治療有轉機,1
正妹寒冬趴地露蜜桃臀　「通電保暖」造福玩家,0
影／噁！台中又一日租房偽裝檢疫所 檢疫者窗台垃圾任滴水,1
長期背痛看醫生都沒效 上班族靠「一根」重生：為何這麼猛？,1
商仲估今年不動產交易上看4000億 明年轉趨平穩,1
稅稅唸學堂／臉書賣滷味 別以為宅配收款就免繳稅,1
現代小李飛刀？男子苦練6年飛撲克牌 5米外切開鋁罐,1
移工撿到iPhone！失主現身讓他對台灣人超失望,1
新加坡防疫飯店疑群聚感染 員工將定期採檢,1
租店面遇上恐怖房東！女控近10年頻頻被騷擾,0
中職／外籍教練非特效藥 水土不服反讓球員受害,1
在球場叫囂？陶晶瑩哭了：被妖魔化,1
用什麼網站蒐尋引擎看出你是哪種人 洪蘭：與轉職有大關係,1
高雄托嬰中心爆類流感群聚1兒染A流 停托清消5天復課,1
都是他人的錯！縱火狂魔除夕夜弒6親 槍決前嗆聲輪迴殺家人,0
林口顧客和外送員起衝突 兩人刀槍相見釀一傷,0
北市高中驚見透明廁所 校方強調未開放、正趕工改善,1
孩吵要喝可樂怒嗆「沒錢幹嘛生我」　母聽完心寒默默結帳,1
電池續航近兩年！羅技新款軌跡球Ergo M575售價1490元 增加藍牙連接功能,1
新手媽媽必備這一支！德國百靈手持攪拌棒會伸縮更萬能,1
【鉅亨-盤前掃瞄】基本面,1
全球首例！英9歲女童氣喘發作身亡 死因竟是「空氣污染」,1
愛女坐月子遭搧巴掌 父「撂20親戚」奔婆家公公秒求饒,1
疑似酒後猥褻女童 南投60歲翁被家屬動私刑打死,0
徐巧芯爆料紐機師9日行程 台北松山走透透「還去了日本交流協會」,1
歐中投資協定3個重大啟示 台灣緊抱的美國夢該醒了？,1
她察覺衣服洗完香到不行 一問發現男友「假會」：根本災難,1
HBL／晉級但慘輸 小綠綠罰跑25趟,1
全球首例！中研院雙原子碳研究有望發展半導體材料技術,1
《家有囍事》港星李香琴病逝　享壽88歲,1
從賽馬概念發想 日本「集中眼鏡」幫您專心,1
「疫苗課金三倍速」？以色列利弊參半的接種總動員,1
籃網全員出擊 勇士開幕戰恐吞下慘敗？,1
亞太第一！台人赴美有望免通關,1
不滿前女友另結新歡 無良男恐嚇散布性愛片,0
防搶演練結合新式科技 板橋分局強勢逮犯嫌,1
新年元旦新制上路！所得稅減免、青年房貸利率再調降、旅遊振興⋯一次看,1
2020最強ETF績效暴衝91％！漲幅更勝台積電 誰說ETF表現溫吞？,1
東京若想取代香港 專家：礙在稅金、語言,1
拜登宣布氣候變遷團隊成員 白宮新設國內政策辦公室,1
終有電梯 雙溪建興托老中心長者好方便,1
暫不漲！ 堅持使用「台灣豬」不調價 台北排骨名店：回饋顧客,1
身價41.9億「豆豆先生」放話不幹了　他嘆：壓力大又累,1
父做忌沒人會做菜 女友神救援！1小時做「9菜1湯」網狂讚,1
【蘭蘭夫人會客室】《拆彈專家2》　劉德華真我融入,1
準備帥一整年！Nike、Jordan Brand曝光CNY系列 經典東方元素都上腳,1
去年這些土地價格創新高 預售房價將上漲？,1
新冠肺炎給出一拳重擊！全球航空業到底慘到什麼地步？,1
指控對手抹黑　永慶房屋敗訴確定,1
渡邊直美演技太浮誇　導演懇求「一半效果就好」,1
中職／劉玠廷行銷一流 網：沒有太子票房將落後3至5年,1
美前駐聯合國大使： 中國想主宰世界,1
解密馬英九當年突圍登太平島 是在美國施壓之下逆風高飛,1
中職／蔡其昌發言引揣測 為劉玠廷下一站鋪梗？,1
國航30多歲機師疑似赴美染病 同事航程中咳嗽未戴口罩,1
新舊YouBike之亂！ 騎至新店「還不了」賠近萬元,1
小孩吵喝可樂遭拒絕嗆「沒錢幹嘛生我」 媽心寒默默結帳,1
台中新興「打卡景點」富王鴨肉店 網亂戰出貼圖！女外送員曝近況,1
美總統就職典禮 外交部：我組團赴美機率不高,1
欠吃！好市多「1.6公斤甜點」回歸  網流口水：荷包守不住,1
小說呈現北韓獨裁面貌 英作家揭開極權面紗,1
立法院遷建到中部？ 游錫堃：遷都比較好,1
半夜偷草莓？男子稱偷摘爽送女友 網傻眼：竊盜還敢PO社群,0
戴口罩怎麼吃香腸？陳時中示範不用脫也能吃,1
就是愛動物 花農徐凡鈞特殊選才榜首錄取中興動物系,1
【一劍浣春秋】超商、電車、電梯、農村⋯你看到的謎片場景都是假的！,1
她怨跨年前夕因「身材太好」被分手 網友神解曝真相,1
調戲同性也違法　社維法修正三讀通過「最高罰6千」,1
Lady M草莓季回來了！全新「棋格蛋糕」＋4款草莓蛋糕,1
【炒股爆百億佣金】游迺文人頭戶曝光　勞動基金炒股爆百億退佣,1
金門人就醫困難 立委提供家屬住宿,1
鴨肉店疑開新粉專嗆熊貓　「有Ubereats就行」眼尖網友揭真相,1
Apple Watch心電圖正式登場！如何操作？30 秒實測給你看,1
這5個星座受盡委屈也不想說！雙子、射手竟然上榜...,1
台塑汽柴油21日調漲5角 95+無鉛每公升24.7元,1
陳妍希被疑暴肥不忍了　0修圖自彈唱影片打臉酸民,1
四叉貓自爆遭挺韓直播主「桃園孫先生」提告 突收到傳票,1
德國疫情升溫 梅克爾料將宣布延長封城,1
明道大學植保機隊今成軍 一照多用好像捧金飯碗,1
5張圖救台灣！PTT護國神文滿一周年引朝聖,1
私校退場輔導開後門 校產恐遭把持,1
趙麗穎女俠氣場秒變靈氣外露　王一博被電暈成「古裝癡漢」,1
國民黨主席擬明年7月改選 上任後握有2022提名權,1
北返車潮下午湧現　不想塞車必閃「9大地雷路段」,1
【司法高官捲醜聞1】石木欽案炸鍋了　富商籠絡司法官細膩手法大公開,1
你想幹嘛！病房上廁所沒關門 家屬心驚,1
生日收到民國22年壹圓硬幣氣炸「當我回收商？」網驚：這價值不菲,1
「生日快樂，雖然無法見面…」她翻出亡父遺留筆記 曝感人內幕,1
金大與4企業簽產學合作意向書 共同培育博士級研發人才,1
BMW男車震40分！他撿到「小孩」怒調監視器 當事人上門道歉了,0
穿20年舊衣 況明潔上下露辣翻,0
睡在車上被警察叫醒做酒測？無法證明酒後駕駛獲不起訴,1
「內容農場」流量銳減三分之一！全因Google調整了搜尋演算法,1
鄭文燦依中央標準驗萊豬　孫大千酸：萊豬市長實至名歸,1
【國會大暴動】認為國會衝突「完全可避免」　台裔趙小蘭成川普內閣請辭第一人,1
正向客戶賠罪…Siri突發聲「沒必要道歉」讓他嚇出一身冷汗,1
【生死籤殺館長】涉館長槍擊案　幕後藏鏡人寶和會邵伯傑遭逮,0
保三員警遭陸女友控性侵不起訴 他認了偷查婚姻狀態,0
HBL／又是逆轉勝！ 東山退青年闖8強,1
不倫人妻被分手　小王貼紙條「你老婆給你當烏龜」挨告,0
明年1月出貨！換上M1處理器的新款MacBook Air、MacBook Pro與Mac mini台灣開賣了,1
疫期需求大 三星LCD面板廠不關了,1
台南招考偵查佐 95人報名超乎預期,1
回顧那些年消失的品牌 網友：國小運動會都會有好幾箱,1
100%神複製！「師園鹽酥雞」變餅乾  口味、造型都擬真,1
港特首：病毒清零 非放寬防疫措施前提,1
澳洲東部遇世紀風暴 黃金海岸現「泡沫海」,1
Rain透露女兒長相 都像金泰希,1
郭敬明新片疑抄襲《奇異博士》遭下架　網友：他這次真的栽了,1
NBA／柯瑞高檔、格林穩軍心 柯爾：賽季現在才開始,1
特斯拉車主疑偷牽停車場充電線　網酸「發現省錢小博士」,1
比特幣創新高 KPMG：潛藏3個資安危機,1
爆張韶涵買小島 奢華設施曝光,1
港逾50民主派遭拘捕 民進黨痛批：紅色恐怖,1
Square Enix新專利可自行短距離多人模式 或許將用於新款卡片遊戲,1
關穎秀「母女」新髮型撞臉狄鶯　粉絲越看越不對勁,1
天冷一氧化碳中毒危機四伏 消防局提醒「五要」原則,1
肥宅之神驚爆肺炎逝？　網淚崩懷念《南方四賤客》神畫面,1
新舞台恐改文資類別 議員質疑替業者解套,1
俄太空人酒藏太空裝 還說醫生有建議,1
擔心學生如廁「屁屁見光」 議員要求和平高中打掉建磚牆,1
川普拒承認敗選...擋國會確認大選結果 潘斯尷尬「也不支持」,1
台灣向前行！ 經濟動能大未來發展論壇,1
日本新冠肺炎確診數已逾20萬 東京今再增556例,1
凱特王妃愛這雙 盤點「時髦雨靴Top6」好穿輕鬆搭,1
LINE電腦版6.5更新 可自訂聊天室分類、關閉提醒超方便,1
國中當班長遭導師猥褻捏胸頂下體 審到她26歲了還沒完,0
賴峰偉期許澎湖未來10年全島說英語,1
癌症時鐘快轉11秒 大腸癌連13年榜首,1
亞美尼亞總理哀悼亡兵 民眾要求下台負責,1
【鴨寶新人生2】「沒錢怎麼講兄弟？」　荒唐少年做壞週賺20萬仍是二手空,1
藍營社群聲量排行韓國瑜奪冠　侯友宜：把事情做好最重要,1
送晚餐目睹「愛女陽台輕生」！《型男大主廚》郭主義慟：為什麼？ 最後對話曝光,0
「罐罐難過，罐罐過」 基隆安中贏得適應體育教案首獎,1
2021川普卸任拜登上台 2020陰影恐仍如影隨形,1
父子檔首同台飆戲 　孟飛還爆孟翔吃窩邊草拱快在一起,1
國台辦指台灣設往來障礙 媒體：何時恢復自由行,1
送接孩子上下學被檢舉違停 桃園龍潭國小劃臨停區,1
到新北行銷鳳梨釋迦 饒慶鈴：歡迎來台東跨年,1
從熱身賽看到什麼？ 湖人新球季戰力盤點,1
殺破狼占星／2021年12星座整體運勢（下）天秤座～雙魚座,1
大巨蛋停工增加成本！遠雄提告開庭要北市府國賠損失,1
U值媒／紐時台灣鎖國文 真正曝露的是這尷尬問題！,1
六都、縣市警政首長再傳重大異動　黃明昭、方仰寧將接高雄、台南局長,1
男大生連2天尾隨妙齡女子　持手機偷拍裙底風光下場出爐,0
高市區監理獲頒政府服務獎,1
黛妃事件讓女王餘怒未消？ 前英相布萊爾苦等13年仍未封爵,1
誇張！超巨「酷斯拉」攻陷水庫,1
好市多拿試吃他PO照蛋糕滿出盤 內行曝「驚喜時段」,1
英國封城也遏制不了變種病毒 學者點出新敵人有四威脅,1
日職／疫情雖慘薪情卻好 和製四棒代有人才出,1
央行年終「關鍵任務」達成 台幣邁向27元新價位,1
NBA／騎士塞克斯頓連6場破20分 韋德籲外界多給關注,1
確診廣達女員工火辣照瘋傳 烏龍本尊曝光超養眼,0
